,Date,Group,Spot,SN
7485,1858-02-09,1,20,30
7486,1858-02-10,2,13,33
7487,1858-02-11,2,19,39
7488,1858-02-12,2,13,33
7489,1858-02-13,2,10,30
7490,1858-02-16,2,8,28
7491,1858-02-17,2,6,26
7492,1858-02-18,2,12,32
7493,1858-02-19,4,20,60
7494,1858-02-20,4,23,63
7495,1858-02-21,4,20,60
7496,1858-02-24,3,14,44
7497,1858-02-25,2,8,28
7498,1858-02-26,4,8,48
7499,1858-02-27,4,14,54
7500,1858-02-28,5,23,73
7501,1858-03-03,6,28,88
7502,1858-03-04,6,33,93
7503,1858-03-07,7,30,100
7504,1858-03-11,3,23,53
7505,1858-03-12,2,26,46
7506,1858-03-13,4,26,66
7507,1858-03-15,1,14,24
7508,1858-03-16,4,20,60
7509,1858-03-17,3,29,59
7510,1858-03-18,4,30,70
7511,1858-03-19,4,21,61
7512,1858-03-20,4,39,79
7513,1858-03-21,4,34,74
7514,1858-03-24,2,8,28
7515,1858-03-25,3,18,48
7516,1858-03-27,3,11,41
7517,1858-03-28,1,9,19
7518,1858-03-30,3,9,39
7519,1858-03-31,1,7,17
7520,1858-04-02,2,20,40
7521,1858-04-03,2,6,26
7522,1858-04-04,2,4,24
7523,1858-04-06,1,5,15
7524,1858-04-07,3,10,40
7525,1858-04-09,3,26,56
7526,1858-04-10,3,22,52
7527,1858-04-11,2,18,38
7528,1858-04-12,3,12,42
7529,1858-04-13,3,13,43
7530,1858-04-14,2,15,35
7531,1858-04-15,2,16,36
7532,1858-04-16,3,16,46
7533,1858-04-17,4,9,49
7534,1858-04-19,3,16,46
7535,1858-04-20,3,26,56
7536,1858-04-21,3,20,50
7537,1858-04-22,3,14,44
7538,1858-04-23,2,21,41
7539,1858-04-25,1,6,16
7540,1858-04-26,2,20,40
7541,1858-04-29,3,33,63
7542,1858-04-30,4,37,77
7543,1858-05-02,3,8,38
7544,1858-05-05,4,21,61
7545,1858-05-06,2,11,31
7546,1858-05-07,2,8,28
7547,1858-05-10,3,11,41
7548,1858-05-13,1,3,13
7549,1858-05-14,1,5,15
7550,1858-05-17,3,13,43
7551,1858-05-18,3,16,46
7552,1858-05-19,4,21,61
7553,1858-05-21,2,10,30
7554,1858-05-22,2,19,39
7555,1858-05-24,2,27,47
7556,1858-05-25,4,22,62
7557,1858-05-26,5,32,82
7558,1858-05-29,5,33,83
7559,1858-05-31,5,27,77
7560,1858-06-02,3,22,52
7561,1858-06-03,3,35,65
7562,1858-06-04,3,32,62
7563,1858-06-06,3,21,51
7564,1858-06-07,2,22,42
7565,1858-06-08,2,9,29
7566,1858-06-09,2,8,28
7567,1858-06-11,1,4,14
7568,1858-06-12,1,5,15
7569,1858-06-13,1,2,12
7570,1858-06-14,3,6,36
7571,1858-06-16,2,11,31
7572,1858-06-17,3,9,39
7573,1858-06-18,2,3,23
7574,1858-06-19,3,17,47
7575,1858-06-20,3,14,44
7576,1858-06-21,5,17,67
7577,1858-06-23,3,11,41
7578,1858-06-24,3,24,54
7579,1858-06-25,3,20,50
7580,1858-06-26,4,17,57
7581,1858-06-27,3,19,49
7582,1858-06-28,4,17,57
7583,1858-06-29,4,24,64
7584,1858-06-30,5,21,71
7585,1858-07-01,5,21,71
7586,1858-07-02,5,26,76
7587,1858-07-03,5,30,80
7588,1858-07-04,6,24,84
7589,1858-07-05,5,34,84
7590,1858-07-07,5,30,80
7591,1858-07-08,5,31,81
7592,1858-07-09,4,25,65
7593,1858-07-12,4,12,52
7594,1858-07-14,4,15,55
7595,1858-07-16,4,19,59
7596,1858-07-17,3,10,40
7597,1858-07-19,5,23,73
7598,1858-07-20,5,27,77
7599,1858-07-21,3,28,58
7600,1858-07-22,4,23,63
7601,1858-07-23,4,52,92
7602,1858-07-24,4,24,64
7603,1858-07-25,5,13,63
7604,1858-07-26,2,9,29
7605,1858-07-27,3,11,41
7606,1858-08-02,3,6,36
7607,1858-08-04,2,12,32
7608,1858-08-05,3,12,42
7609,1858-08-06,2,12,32
7610,1858-08-07,2,9,29
7611,1858-08-08,3,23,53
7612,1858-08-09,2,21,41
7613,1858-08-10,3,23,53
7614,1858-08-11,3,20,50
7615,1858-08-12,4,11,51
7616,1858-08-13,2,6,26
7617,1858-08-14,3,10,40
7618,1858-08-15,3,18,48
7619,1858-08-16,4,27,67
7620,1858-08-17,5,21,71
7621,1858-08-18,4,27,67
7622,1858-08-19,5,21,71
7623,1858-08-21,5,20,70
7624,1858-08-23,3,20,50
7625,1858-08-24,3,26,56
7626,1858-08-25,2,19,39
7627,1858-08-26,5,17,67
7628,1858-08-27,5,38,88
7629,1858-08-28,6,42,102
7630,1858-08-29,7,25,95
7631,1858-08-30,7,25,95
7632,1858-09-01,6,18,78
7633,1858-09-02,6,22,82
7634,1858-09-03,8,41,121
7635,1858-09-04,6,48,108
7636,1858-09-06,5,46,96
7637,1858-09-08,6,47,107
7638,1858-09-09,6,55,115
7639,1858-09-10,7,67,137
7640,1858-09-11,8,41,121
7641,1858-09-12,5,32,82
7642,1858-09-13,6,34,94
7643,1858-09-14,6,40,100
7644,1858-09-15,7,36,106
7645,1858-09-16,7,19,89
7646,1858-09-17,9,25,115
7647,1858-09-18,7,34,104
7648,1858-09-20,6,33,93
7649,1858-09-21,5,28,78
7650,1858-09-22,4,30,70
7651,1858-09-23,3,31,61
7652,1858-09-26,4,16,56
7653,1858-09-27,2,13,33
7654,1858-09-28,3,21,51
7655,1858-09-29,4,29,69
7656,1858-09-30,4,53,93
7657,1858-10-01,4,43,83
7658,1858-10-02,4,42,82
7659,1858-10-03,4,43,83
7660,1858-10-04,6,46,106
7661,1858-10-05,7,48,118
7662,1858-10-06,8,42,122
7663,1858-10-09,7,40,110
7664,1858-10-10,6,19,79
7665,1858-10-11,4,23,63
7666,1858-10-13,5,24,74
7667,1858-10-15,4,27,67
7668,1858-10-16,5,36,86
7669,1858-10-17,4,31,71
7670,1858-10-18,5,29,79
7671,1858-10-19,6,36,96
7672,1858-10-21,5,45,95
7673,1858-10-22,5,47,97
7674,1858-10-26,4,18,58
7675,1858-10-29,4,26,66
7676,1858-10-30,4,28,68
7677,1858-10-31,4,23,63
7678,1858-11-03,2,7,27
7679,1858-11-07,3,18,48
7680,1858-11-08,4,20,60
7681,1858-11-09,3,27,57
7682,1858-11-10,3,16,46
7683,1858-11-12,4,21,61
7684,1858-11-13,4,29,69
7685,1858-11-14,5,24,74
7686,1858-11-15,5,17,67
7687,1858-11-16,4,14,54
7688,1858-11-18,6,24,84
7689,1858-11-19,6,31,91
7690,1858-11-20,4,11,51
7691,1858-11-22,3,9,39
7692,1858-11-23,3,11,41
7693,1858-11-27,5,31,81
7694,1858-11-28,5,26,76
7695,1858-11-30,3,21,51
7696,1858-12-16,4,13,53
7697,1858-12-17,6,38,98
7698,1858-12-18,6,32,92
7699,1858-12-19,4,20,60
7700,1858-12-20,5,21,71
7701,1858-12-22,4,11,51
7702,1858-12-23,4,22,62
7703,1858-12-24,5,23,73
7704,1858-12-25,5,10,60
7705,1858-12-30,4,43,83
7706,1859-01-04,4,24,64
7707,1859-01-05,5,32,82
7708,1859-01-06,6,40,100
7709,1859-01-08,7,22,92
7710,1859-01-09,6,42,102
7711,1859-01-13,5,67,117
7712,1859-01-16,6,41,101
7713,1859-01-17,7,33,103
7714,1859-01-19,5,26,76
7715,1859-01-21,5,28,78
7716,1859-01-22,3,22,52
7717,1859-01-23,4,23,63
7718,1859-01-24,4,32,72
7719,1859-01-25,4,27,67
7720,1859-01-27,4,21,61
7721,1859-01-29,5,18,68
7722,1859-01-30,6,10,70
7723,1859-02-01,5,5,55
7724,1859-02-04,6,29,89
7725,1859-02-05,7,44,114
7726,1859-02-06,7,30,100
7727,1859-02-07,8,41,121
7728,1859-02-08,9,44,134
7729,1859-02-09,10,37,137
7730,1859-02-11,7,41,111
7731,1859-02-12,9,40,130
7732,1859-02-13,7,25,95
7733,1859-02-15,7,56,126
7734,1859-02-18,6,45,105
7735,1859-02-19,6,28,88
7736,1859-02-20,5,25,75
7737,1859-02-22,6,37,97
7738,1859-02-23,3,6,36
7739,1859-02-26,4,30,70
7740,1859-02-27,4,9,49
7741,1859-03-01,6,26,86
7742,1859-03-02,5,34,84
7743,1859-03-03,3,10,40
7744,1859-03-06,4,21,61
7745,1859-03-07,5,18,68
7746,1859-03-09,5,20,70
7747,1859-03-10,6,31,91
7748,1859-03-11,6,29,89
7749,1859-03-15,7,49,119
7750,1859-03-16,6,37,97
7751,1859-03-17,5,45,95
7752,1859-03-18,5,72,122
7753,1859-03-19,5,36,86
7754,1859-03-20,6,50,110
7755,1859-03-21,6,19,79
7756,1859-03-22,5,21,71
7757,1859-03-23,5,34,84
7758,1859-03-27,6,32,92
7759,1859-03-28,7,47,117
7760,1859-03-30,3,22,52
7761,1859-04-01,6,28,88
7762,1859-04-02,5,20,70
7763,1859-04-03,3,11,41
7764,1859-04-06,1,5,15
7765,1859-04-07,2,37,57
7766,1859-04-08,5,30,80
7767,1859-04-10,8,44,124
7768,1859-04-11,7,50,120
7769,1859-04-13,7,68,138
7770,1859-04-14,6,44,104
7771,1859-04-16,5,33,83
7772,1859-04-17,5,23,73
7773,1859-04-18,5,28,78
7774,1859-04-19,5,14,64
7775,1859-04-21,4,15,55
7776,1859-04-23,3,14,44
7777,1859-04-24,3,39,69
7778,1859-04-25,4,24,64
7779,1859-04-28,6,28,88
7780,1859-04-30,3,11,41
7781,1859-05-02,4,7,47
7782,1859-05-03,5,34,84
7783,1859-05-04,5,40,90
7784,1859-05-05,6,37,97
7785,1859-05-06,6,30,90
7786,1859-05-07,7,36,106
7787,1859-05-08,7,47,117
7788,1859-05-09,6,45,105
7789,1859-05-10,5,42,92
7790,1859-05-12,7,45,115
7791,1859-05-16,6,18,78
7792,1859-05-17,7,20,90
7793,1859-05-18,3,10,40
7794,1859-05-19,4,18,58
7795,1859-05-20,4,12,52
7796,1859-05-21,4,12,52
7797,1859-05-22,3,8,38
7798,1859-05-23,1,9,19
7799,1859-05-24,2,5,25
7800,1859-05-25,4,17,57
7801,1859-05-26,5,33,83
7802,1859-05-27,5,56,106
7803,1859-05-28,6,45,105
7804,1859-05-29,5,28,78
7805,1859-05-30,5,35,85
7806,1859-05-31,7,48,118
7807,1859-06-01,6,44,104
7808,1859-06-02,4,40,80
7809,1859-06-03,5,46,96
7810,1859-06-04,5,39,89
7811,1859-06-05,5,23,73
7812,1859-06-06,5,23,73
7813,1859-06-07,5,22,72
7814,1859-06-08,5,20,70
7815,1859-06-09,5,14,64
7816,1859-06-10,6,28,88
7817,1859-06-11,6,28,88
7818,1859-06-12,6,11,71
7819,1859-06-13,7,36,106
7820,1859-06-15,4,24,64
7821,1859-06-16,4,18,58
7822,1859-06-17,3,16,46
7823,1859-06-18,3,12,42
7824,1859-06-20,3,14,44
7825,1859-06-21,5,15,65
7826,1859-06-22,7,23,93
7827,1859-06-24,7,23,93
7828,1859-06-25,7,24,94
7829,1859-06-26,5,18,68
7830,1859-06-27,4,23,63
7831,1859-06-28,4,13,53
7832,1859-06-29,4,8,48
7833,1859-06-30,5,11,61
7834,1859-07-01,5,8,58
7835,1859-07-02,5,6,56
7836,1859-07-03,5,14,64
7837,1859-07-04,5,14,64
7838,1859-07-06,4,20,60
7839,1859-07-07,3,42,72
7840,1859-07-09,3,35,65
7841,1859-07-10,3,23,53
7842,1859-07-11,4,28,68
7843,1859-07-12,4,28,68
7844,1859-07-13,3,27,57
7845,1859-07-14,5,29,79
7846,1859-07-16,5,49,99
7847,1859-07-17,5,40,90
7848,1859-07-18,5,43,93
7849,1859-07-19,6,33,93
7850,1859-07-20,5,29,79
7851,1859-07-21,4,31,71
7852,1859-07-22,3,41,71
7853,1859-07-23,3,56,86
7854,1859-07-25,3,61,91
7855,1859-07-26,4,62,102
7856,1859-07-27,5,67,117
7857,1859-07-28,4,34,74
7858,1859-07-31,6,53,113
7859,1859-08-01,6,36,96
7860,1859-08-02,6,33,93
7861,1859-08-03,6,29,89
7862,1859-08-04,5,31,81
7863,1859-08-05,5,37,87
7864,1859-08-06,4,33,73
7865,1859-08-07,4,48,88
7866,1859-08-08,6,49,109
7867,1859-08-09,6,36,96
7868,1859-08-10,5,25,75
7869,1859-08-12,3,18,48
7870,1859-08-13,5,16,66
7871,1859-08-14,6,22,82
7872,1859-08-15,6,21,81
7873,1859-08-16,7,23,93
7874,1859-08-19,7,36,106
7875,1859-08-20,7,47,117
7876,1859-08-21,7,33,103
7877,1859-08-22,6,55,115
7878,1859-08-23,7,31,101
7879,1859-08-24,7,31,101
7880,1859-08-25,7,28,98
7881,1859-08-26,7,49,119
7882,1859-08-27,5,39,89
7883,1859-08-28,6,28,88
7884,1859-08-30,5,28,78
7885,1859-09-01,4,31,71
7886,1859-09-02,5,57,107
7887,1859-09-03,4,26,66
7888,1859-09-04,4,47,87
7889,1859-09-06,6,54,114
7890,1859-09-07,6,39,99
7891,1859-09-08,6,31,91
7892,1859-09-09,7,45,115
7893,1859-09-10,7,34,104
7894,1859-09-11,8,37,117
7895,1859-09-12,7,53,123
7896,1859-09-13,8,59,139
7897,1859-09-14,5,50,100
7898,1859-09-15,4,22,62
7899,1859-09-16,5,36,86
7900,1859-09-18,4,26,66
7901,1859-09-19,5,43,93
7902,1859-09-20,4,39,79
7903,1859-09-21,3,39,69
7904,1859-09-22,4,35,75
7905,1859-09-23,4,37,77
7906,1859-09-24,5,34,84
7907,1859-09-25,4,31,71
7908,1859-09-26,4,24,64
7909,1859-09-27,5,30,80
7910,1859-09-29,5,41,91
7911,1859-09-30,5,8,58
7912,1859-10-01,6,40,100
7913,1859-10-02,5,42,92
7914,1859-10-04,5,54,104
7915,1859-10-05,6,45,105
7916,1859-10-07,7,35,105
7917,1859-10-08,8,40,120
7918,1859-10-09,8,40,120
7919,1859-10-10,6,40,100
7920,1859-10-12,6,41,101
7921,1859-10-15,6,39,99
7922,1859-10-16,6,41,101
7923,1859-10-18,6,43,103
7924,1859-10-19,7,45,115
7925,1859-10-22,6,54,114
7926,1859-10-24,6,47,107
7927,1859-10-25,5,20,70
7928,1859-10-26,7,32,102
7929,1859-10-28,6,39,99
7930,1859-10-29,6,44,104
7931,1859-11-01,5,33,83
7932,1859-11-04,6,36,96
7933,1859-11-05,6,33,93
7934,1859-11-07,6,35,95
7935,1859-11-08,6,27,87
7936,1859-11-10,7,33,103
7937,1859-11-11,6,29,89
7938,1859-11-12,7,44,114
7939,1859-11-13,8,34,114
7940,1859-11-14,8,41,121
7941,1859-11-19,5,16,66
7942,1859-11-20,7,33,103
7943,1859-11-21,8,50,130
7944,1859-11-22,7,37,107
7945,1859-11-23,6,26,86
7946,1859-11-25,4,17,57
7947,1859-11-27,4,15,55
7948,1859-11-28,6,25,85
7949,1859-11-29,6,12,72
7950,1859-12-01,4,13,53
7951,1859-12-02,4,13,53
7952,1859-12-03,4,26,66
7953,1859-12-05,4,16,56
7954,1859-12-07,5,42,92
7955,1859-12-08,6,57,117
7956,1859-12-10,5,54,104
7957,1859-12-12,6,34,94
7958,1859-12-13,6,26,86
7959,1859-12-15,6,27,87
7960,1859-12-16,4,6,46
7961,1859-12-22,4,15,55
7962,1859-12-25,5,31,81
7963,1859-12-26,4,27,67
7964,1859-12-27,5,19,69
7965,1859-12-28,5,22,72
7966,1859-12-29,5,23,73
7967,1859-12-30,4,11,51
7968,1859-12-31,4,18,58
7969,1860-01-05,1,14,24
7970,1860-01-06,1,6,16
7971,1860-01-07,3,6,36
7972,1860-01-08,4,17,57
7973,1860-01-09,3,11,41
7974,1860-01-10,4,16,56
7975,1860-01-12,3,20,50
7976,1860-01-13,5,22,72
7977,1860-01-14,6,25,85
7978,1860-01-15,7,23,93
7979,1860-01-19,5,50,100
7980,1860-01-20,5,19,69
7981,1860-01-21,4,22,62
7982,1860-01-25,5,37,87
7983,1860-01-27,5,42,92
7984,1860-01-28,4,58,98
7985,1860-01-30,2,46,66
7986,1860-01-31,3,60,90
7987,1860-02-01,3,46,76
7988,1860-02-02,3,35,65
7989,1860-02-03,5,46,96
7990,1860-02-04,5,45,95
7991,1860-02-07,4,73,113
7992,1860-02-09,2,56,76
7993,1860-02-11,3,70,100
7994,1860-02-13,4,39,79
7995,1860-02-14,5,35,85
7996,1860-02-16,3,26,56
7997,1860-02-20,5,19,69
7998,1860-02-21,5,17,67
7999,1860-02-26,4,47,87
8000,1860-02-28,3,25,55
8001,1860-02-29,3,49,79
8002,1860-03-01,4,44,84
8003,1860-03-02,5,68,118
8004,1860-03-08,7,19,89
8005,1860-03-10,6,32,92
8006,1860-03-11,6,55,115
8007,1860-03-12,7,51,121
8008,1860-03-13,6,27,87
8009,1860-03-14,6,32,92
8010,1860-03-15,7,39,109
8011,1860-03-17,4,20,60
8012,1860-03-18,4,15,55
8013,1860-03-19,5,17,67
8014,1860-03-21,4,12,52
8015,1860-03-23,4,13,53
8016,1860-03-24,3,6,36
8017,1860-03-25,6,16,76
8018,1860-03-27,2,12,32
8019,1860-03-28,5,43,93
8020,1860-03-31,4,13,53
8021,1860-04-01,6,34,94
8022,1860-04-02,5,26,76
8023,1860-04-03,5,25,75
8024,1860-04-04,5,15,65
8025,1860-04-05,5,17,67
8026,1860-04-06,5,16,66
8027,1860-04-07,3,18,48
8028,1860-04-08,2,18,38
8029,1860-04-10,3,57,87
8030,1860-04-11,3,64,94
8031,1860-04-13,3,35,65
8032,1860-04-15,5,33,83
8033,1860-04-16,5,26,76
8034,1860-04-17,5,27,77
8035,1860-04-18,5,18,68
8036,1860-04-22,3,11,41
8037,1860-04-23,4,20,60
8038,1860-04-24,4,13,53
8039,1860-04-25,5,26,76
8040,1860-04-26,3,14,44
8041,1860-04-27,3,23,53
8042,1860-04-28,2,15,35
8043,1860-04-29,3,19,49
8044,1860-04-30,3,17,47
8045,1860-05-01,2,25,45
8046,1860-05-02,4,47,87
8047,1860-05-03,5,43,93
8048,1860-05-04,5,43,93
8049,1860-05-05,5,29,79
8050,1860-05-06,5,49,99
8051,1860-05-07,5,31,81
8052,1860-05-09,3,15,45
8053,1860-05-10,6,36,96
8054,1860-05-11,7,34,104
8055,1860-05-12,6,50,110
8056,1860-05-13,6,32,92
8057,1860-05-14,5,20,70
8058,1860-05-15,6,34,94
8059,1860-05-16,6,19,79
8060,1860-05-17,6,26,86
8061,1860-05-18,6,25,85
8062,1860-05-19,5,30,80
8063,1860-05-20,5,28,78
8064,1860-05-21,5,16,66
8065,1860-05-22,7,35,105
8066,1860-05-23,8,38,118
8067,1860-05-24,7,50,120
8068,1860-05-25,7,39,109
8069,1860-05-27,6,36,96
8070,1860-05-31,7,44,114
8071,1860-06-01,4,20,60
8072,1860-06-02,6,38,98
8073,1860-06-03,8,43,123
8074,1860-06-04,8,38,118
8075,1860-06-05,6,37,97
8076,1860-06-06,6,39,99
8077,1860-06-08,7,35,105
8078,1860-06-09,6,28,88
8079,1860-06-11,5,20,70
8080,1860-06-12,7,30,100
8081,1860-06-13,5,13,63
8082,1860-06-14,6,30,90
8083,1860-06-16,2,6,26
8084,1860-06-17,3,25,55
8085,1860-06-18,4,26,66
8086,1860-06-19,5,29,79
8087,1860-06-20,7,25,95
8088,1860-06-21,6,24,84
8089,1860-06-22,7,37,107
8090,1860-06-23,8,38,118
8091,1860-06-24,7,53,123
8092,1860-06-25,8,58,138
8093,1860-06-26,7,69,139
8094,1860-06-27,9,74,164
8095,1860-06-28,8,92,172
8096,1860-06-30,9,74,164
8097,1860-07-02,7,52,122
8098,1860-07-05,6,54,114
8099,1860-07-06,6,45,105
8100,1860-07-09,6,26,86
8101,1860-07-10,6,25,85
8102,1860-07-11,5,22,72
8103,1860-07-13,3,7,37
8104,1860-07-14,4,25,65
8105,1860-07-15,6,34,94
8106,1860-07-16,4,18,58
8107,1860-07-17,4,27,67
8108,1860-07-18,5,21,71
8109,1860-07-21,5,36,86
8110,1860-07-22,7,32,102
8111,1860-07-23,7,36,106
8112,1860-07-24,8,34,114
8113,1860-07-25,8,39,119
8114,1860-07-26,7,25,95
8115,1860-07-27,10,47,147
8116,1860-07-28,8,71,151
8117,1860-07-29,8,59,139
8118,1860-07-30,6,30,90
8119,1860-08-01,5,36,86
8120,1860-08-02,7,37,107
8121,1860-08-03,6,34,94
8122,1860-08-04,6,28,88
8123,1860-08-05,5,40,90
8124,1860-08-06,6,59,119
8125,1860-08-07,5,43,93
8126,1860-08-08,7,48,118
8127,1860-08-09,6,45,105
8128,1860-08-10,7,57,127
8129,1860-08-11,7,51,121
8130,1860-08-12,6,38,98
8131,1860-08-13,6,34,94
8132,1860-08-14,7,29,99
8133,1860-08-15,9,26,116
8134,1860-08-16,8,15,95
8135,1860-08-17,8,21,101
8136,1860-08-18,5,19,69
8137,1860-08-20,4,12,52
8138,1860-08-22,4,25,65
8139,1860-08-23,5,20,70
8140,1860-08-24,5,19,69
8141,1860-08-25,6,26,86
8142,1860-08-26,7,40,110
8143,1860-08-27,6,19,79
8144,1860-08-28,4,13,53
8145,1860-08-29,2,14,34
8146,1860-08-30,2,3,23
8147,1860-08-31,6,20,80
8148,1860-09-03,7,27,97
8149,1860-09-04,6,22,82
8150,1860-09-05,7,15,85
8151,1860-09-06,7,34,104
8152,1860-09-07,7,28,98
8153,1860-09-09,5,21,71
8154,1860-09-10,5,22,72
8155,1860-09-11,4,15,55
8156,1860-09-12,4,17,57
8157,1860-09-13,4,7,47
8158,1860-09-14,5,20,70
8159,1860-09-15,5,23,73
8160,1860-09-16,4,20,60
8161,1860-09-17,5,29,79
8162,1860-09-19,6,23,83
8163,1860-09-20,8,31,111
8164,1860-09-21,7,25,95
8165,1860-09-22,6,28,88
8166,1860-09-23,6,23,83
8167,1860-09-24,8,28,108
8168,1860-09-25,9,35,125
8169,1860-09-26,5,11,61
8170,1860-09-27,8,34,114
8171,1860-09-28,7,24,94
8172,1860-09-29,7,25,95
8173,1860-09-30,6,23,83
8174,1860-10-02,4,40,80
8175,1860-10-03,5,23,73
8176,1860-10-04,7,35,105
8177,1860-10-06,7,12,82
8178,1860-10-07,8,24,104
8179,1860-10-10,5,16,66
8180,1860-10-13,7,37,107
8181,1860-10-15,7,22,92
8182,1860-10-16,6,40,100
8183,1860-10-17,5,24,74
8184,1860-10-18,5,29,79
8185,1860-10-19,6,32,92
8186,1860-10-20,4,25,65
8187,1860-10-21,5,30,80
8188,1860-10-22,5,30,80
8189,1860-10-23,5,18,68
8190,1860-10-24,4,13,53
8191,1860-10-27,4,8,48
8192,1860-10-28,5,16,66
8193,1860-10-30,5,26,76
8194,1860-10-31,6,44,104
8195,1860-11-01,6,34,94
8196,1860-11-04,4,27,67
8197,1860-11-06,3,7,37
8198,1860-11-07,5,27,77
8199,1860-11-08,1,4,14
8200,1860-11-12,5,36,86
8201,1860-11-13,5,29,79
8202,1860-11-14,4,17,57
8203,1860-11-15,5,34,84
8204,1860-11-16,6,39,99
8205,1860-11-17,6,25,85
8206,1860-11-20,5,17,67
8207,1860-11-22,6,19,79
8208,1860-11-25,7,22,92
8209,1860-11-26,9,23,113
8210,1860-11-29,5,15,65
8211,1860-12-03,7,31,101
8212,1860-12-04,9,40,130
8213,1860-12-07,7,38,108
8214,1860-12-09,9,36,126
8215,1860-12-12,5,38,88
8216,1860-12-16,2,5,25
8217,1860-12-17,2,9,29
8218,1860-12-18,4,12,52
8219,1860-12-19,6,31,91
8220,1860-12-21,6,19,79
8221,1860-12-25,7,25,95
8222,1860-12-26,5,11,61
8223,1860-12-30,3,28,58
8224,1861-01-01,3,15,45
8225,1861-01-02,7,32,102
8226,1861-01-05,6,22,82
8227,1861-01-06,5,28,78
8228,1861-01-07,5,25,75
8229,1861-01-08,4,23,63
8230,1861-01-09,5,33,83
8231,1861-01-13,4,18,58
8232,1861-01-14,3,13,43
8233,1861-01-15,3,11,41
8234,1861-01-17,4,19,59
8235,1861-01-24,4,39,79
8236,1861-01-31,4,15,55
8237,1861-02-01,2,7,27
8238,1861-02-04,2,11,31
8239,1861-02-06,4,22,62
8240,1861-02-07,4,22,62
8241,1861-02-08,4,27,67
8242,1861-02-09,4,19,59
8243,1861-02-11,5,12,62
8244,1861-02-12,6,32,92
8245,1861-02-14,6,36,96
8246,1861-02-15,5,25,75
8247,1861-02-17,7,43,113
8248,1861-02-19,8,42,122
8249,1861-02-20,7,23,93
8250,1861-02-24,6,33,93
8251,1861-02-26,4,33,73
8252,1861-03-01,6,47,107
8253,1861-03-02,6,36,96
8254,1861-03-05,5,39,89
8255,1861-03-07,4,28,68
8256,1861-03-09,5,21,71
8257,1861-03-11,5,13,63
8258,1861-03-14,7,20,90
8259,1861-03-15,6,30,90
8260,1861-03-16,7,33,103
8261,1861-03-17,5,7,57
8262,1861-03-19,7,33,103
8263,1861-03-22,7,19,89
8264,1861-03-23,7,22,92
8265,1861-03-24,7,18,88
8266,1861-03-25,7,25,95
8267,1861-03-26,7,32,102
8268,1861-03-28,6,64,124
8269,1861-03-29,7,46,116
8270,1861-03-30,7,45,115
8271,1861-03-31,8,51,131
8272,1861-04-01,10,67,167
8273,1861-04-02,10,87,187
8274,1861-04-03,9,88,178
8275,1861-04-04,8,41,121
8276,1861-04-05,7,14,84
8277,1861-04-07,5,32,82
8278,1861-04-10,6,15,75
8279,1861-04-11,5,15,65
8280,1861-04-13,4,8,48
8281,1861-04-14,2,8,28
8282,1861-04-15,3,6,36
8283,1861-04-16,2,8,28
8284,1861-04-17,3,10,40
8285,1861-04-18,3,14,44
8286,1861-04-19,3,24,54
8287,1861-04-20,3,21,51
8288,1861-04-21,4,22,62
8289,1861-04-22,5,26,76
8290,1861-04-23,4,24,64
8291,1861-04-24,5,35,85
8292,1861-04-26,7,20,90
8293,1861-04-27,7,32,102
8294,1861-04-28,8,26,106
8295,1861-04-29,6,33,93
8296,1861-04-30,6,41,101
8297,1861-05-01,2,5,25
8298,1861-05-04,6,18,78
8299,1861-05-05,6,33,93
8300,1861-05-06,5,22,72
8301,1861-05-07,7,14,84
8302,1861-05-08,5,11,61
8303,1861-05-09,2,5,25
8304,1861-05-11,1,4,14
8305,1861-05-13,2,13,33
8306,1861-05-14,2,7,27
8307,1861-05-17,1,6,16
8308,1861-05-18,2,13,33
8309,1861-05-19,3,10,40
8310,1861-05-21,4,22,62
8311,1861-05-23,6,24,84
8312,1861-05-25,5,23,73
8313,1861-05-26,4,38,78
8314,1861-05-27,6,29,89
8315,1861-05-28,3,4,34
8316,1861-05-30,6,29,89
8317,1861-05-31,7,42,112
8318,1861-06-01,6,32,92
8319,1861-06-02,5,19,69
8320,1861-06-05,5,37,87
8321,1861-06-06,5,27,77
8322,1861-06-07,5,20,70
8323,1861-06-08,5,17,67
8324,1861-06-09,3,9,39
8325,1861-06-12,2,7,27
8326,1861-06-13,4,10,50
8327,1861-06-14,5,12,62
8328,1861-06-15,6,29,89
8329,1861-06-16,8,62,142
8330,1861-06-17,8,47,127
8331,1861-06-18,7,52,122
8332,1861-06-19,7,48,118
8333,1861-06-20,8,64,144
8334,1861-06-21,8,54,134
8335,1861-06-22,7,57,127
8336,1861-06-24,2,4,24
8337,1861-06-25,5,26,76
8338,1861-06-26,6,15,75
8339,1861-06-30,5,9,59
8340,1861-07-01,4,17,57
8341,1861-07-02,5,16,66
8342,1861-07-03,6,24,84
8343,1861-07-04,6,25,85
8344,1861-07-05,5,22,72
8345,1861-07-06,5,22,72
8346,1861-07-07,7,25,95
8347,1861-07-08,5,20,70
8348,1861-07-11,6,22,82
8349,1861-07-12,5,34,84
8350,1861-07-13,4,27,67
8351,1861-07-14,4,19,59
8352,1861-07-15,4,27,67
8353,1861-07-16,4,19,59
8354,1861-07-17,5,12,62
8355,1861-07-18,6,23,83
8356,1861-07-19,4,14,54
8357,1861-07-20,4,11,51
8358,1861-07-22,4,12,52
